regime,start,end,bars,hours,days
IMBALANCE__HIGH_VOL,2024-08-04 12:00:00+00:00,2024-08-04 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-08-04 16:00:00+00:00,2024-08-05 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-08-05 00:00:00+00:00,2024-08-05 12:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-08-05 12:00:00+00:00,2024-08-06 00:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-08-06 00:00:00+00:00,2024-08-07 20:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__HIGH_VOL,2024-08-07 20:00:00+00:00,2024-08-08 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-08 00:00:00+00:00,2024-08-11 12:00:00+00:00,21,84.0,3.5
BALANCE__HIGH_VOL,2024-08-11 12:00:00+00:00,2024-08-12 00:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-08-12 00:00:00+00:00,2024-08-17 16:00:00+00:00,34,136.0,5.666666666666667
BALANCE__LOW_VOL,2024-08-17 16:00:00+00:00,2024-08-18 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-08-18 00:00:00+00:00,2024-08-18 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-08-18 04:00:00+00:00,2024-08-18 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-18 08:00:00+00:00,2024-08-22 04:00:00+00:00,23,92.0,3.8333333333333335
IMBALANCE__NORMAL_VOL,2024-08-22 04:00:00+00:00,2024-08-22 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-08-22 12:00:00+00:00,2024-08-22 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-08-22 16:00:00+00:00,2024-08-22 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-22 20:00:00+00:00,2024-08-23 08:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2024-08-23 08:00:00+00:00,2024-08-23 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-23 12:00:00+00:00,2024-08-23 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-08-23 20:00:00+00:00,2024-08-24 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-24 00:00:00+00:00,2024-08-24 12:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-08-24 12:00:00+00:00,2024-08-25 00:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-08-25 00:00:00+00:00,2024-08-31 20:00:00+00:00,41,164.0,6.833333333333333
BALANCE__LOW_VOL,2024-08-31 20:00:00+00:00,2024-09-01 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-01 00:00:00+00:00,2024-09-01 20:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2024-09-01 20:00:00+00:00,2024-09-02 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-09-02 00:00:00+00:00,2024-09-02 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-02 04:00:00+00:00,2024-09-02 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2024-09-02 20:00:00+00:00,2024-09-03 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-03 00:00:00+00:00,2024-09-03 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-09-03 04:00:00+00:00,2024-09-03 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-03 08:00:00+00:00,2024-09-05 20:00:00+00:00,15,60.0,2.5
BALANCE__LOW_VOL,2024-09-05 20:00:00+00:00,2024-09-06 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-09-06 00:00:00+00:00,2024-09-07 12:00:00+00:00,9,36.0,1.5
BALANCE__NORMAL_VOL,2024-09-07 12:00:00+00:00,2024-09-07 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-09-07 20:00:00+00:00,2024-09-08 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__LOW_VOL,2024-09-08 04:00:00+00:00,2024-09-08 12:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-09-08 12:00:00+00:00,2024-09-08 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-09-08 20:00:00+00:00,2024-09-10 00:00:00+00:00,7,28.0,1.1666666666666667
IMBALANCE__NORMAL_VOL,2024-09-10 00:00:00+00:00,2024-09-10 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-09-10 08:00:00+00:00,2024-09-11 08:00:00+00:00,6,24.0,1.0
BALANCE__LOW_VOL,2024-09-11 08:00:00+00:00,2024-09-11 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-11 12:00:00+00:00,2024-09-12 08:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__LOW_VOL,2024-09-12 08:00:00+00:00,2024-09-12 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-12 12:00:00+00:00,2024-09-14 04:00:00+00:00,10,40.0,1.6666666666666667
IMBALANCE__NORMAL_VOL,2024-09-14 04:00:00+00:00,2024-09-15 04:00:00+00:00,6,24.0,1.0
IMBALANCE__LOW_VOL,2024-09-15 04:00:00+00:00,2024-09-15 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-09-15 08:00:00+00:00,2024-09-15 20:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-09-15 20:00:00+00:00,2024-09-18 12:00:00+00:00,16,64.0,2.6666666666666665
IMBALANCE__NORMAL_VOL,2024-09-18 12:00:00+00:00,2024-09-18 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-18 16:00:00+00:00,2024-09-21 04:00:00+00:00,15,60.0,2.5
BALANCE__LOW_VOL,2024-09-21 04:00:00+00:00,2024-09-21 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-09-21 12:00:00+00:00,2024-09-24 04:00:00+00:00,16,64.0,2.6666666666666665
BALANCE__LOW_VOL,2024-09-24 04:00:00+00:00,2024-09-24 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-09-24 08:00:00+00:00,2024-09-29 08:00:00+00:00,30,120.0,5.0
IMBALANCE__NORMAL_VOL,2024-09-29 08:00:00+00:00,2024-09-30 12:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__NORMAL_VOL,2024-09-30 12:00:00+00:00,2024-10-01 16:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__HIGH_VOL,2024-10-01 16:00:00+00:00,2024-10-02 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-10-02 00:00:00+00:00,2024-10-02 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2024-10-02 16:00:00+00:00,2024-10-03 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-10-03 00:00:00+00:00,2024-10-03 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-10-03 04:00:00+00:00,2024-10-03 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-10-03 12:00:00+00:00,2024-10-03 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-10-03 20:00:00+00:00,2024-10-06 04:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__NORMAL_VOL,2024-10-06 04:00:00+00:00,2024-10-07 04:00:00+00:00,6,24.0,1.0
IMBALANCE__NORMAL_VOL,2024-10-07 04:00:00+00:00,2024-10-07 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-07 08:00:00+00:00,2024-10-10 04:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__LOW_VOL,2024-10-10 04:00:00+00:00,2024-10-10 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-10 08:00:00+00:00,2024-10-12 04:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__LOW_VOL,2024-10-12 04:00:00+00:00,2024-10-12 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-12 08:00:00+00:00,2024-10-12 20:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2024-10-12 20:00:00+00:00,2024-10-13 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-13 00:00:00+00:00,2024-10-13 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-10-13 04:00:00+00:00,2024-10-13 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-13 08:00:00+00:00,2024-10-18 20:00:00+00:00,33,132.0,5.5
BALANCE__LOW_VOL,2024-10-18 20:00:00+00:00,2024-10-19 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-19 00:00:00+00:00,2024-10-19 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-10-19 04:00:00+00:00,2024-10-19 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-19 08:00:00+00:00,2024-10-19 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-10-19 12:00:00+00:00,2024-10-19 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-19 16:00:00+00:00,2024-10-24 20:00:00+00:00,31,124.0,5.166666666666667
BALANCE__LOW_VOL,2024-10-24 20:00:00+00:00,2024-10-25 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-25 00:00:00+00:00,2024-10-26 04:00:00+00:00,7,28.0,1.1666666666666667
IMBALANCE__NORMAL_VOL,2024-10-26 04:00:00+00:00,2024-10-26 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-10-26 08:00:00+00:00,2024-10-26 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-26 12:00:00+00:00,2024-10-26 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-10-26 16:00:00+00:00,2024-10-27 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-10-27 00:00:00+00:00,2024-10-27 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-10-27 04:00:00+00:00,2024-10-27 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-27 08:00:00+00:00,2024-10-30 16:00:00+00:00,20,80.0,3.3333333333333335
BALANCE__LOW_VOL,2024-10-30 16:00:00+00:00,2024-10-30 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-10-30 20:00:00+00:00,2024-11-02 00:00:00+00:00,13,52.0,2.1666666666666665
BALANCE__LOW_VOL,2024-11-02 00:00:00+00:00,2024-11-02 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-02 04:00:00+00:00,2024-11-02 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-11-02 08:00:00+00:00,2024-11-02 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-02 12:00:00+00:00,2024-11-02 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-11-02 20:00:00+00:00,2024-11-03 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-03 00:00:00+00:00,2024-11-07 20:00:00+00:00,29,116.0,4.833333333333333
IMBALANCE__NORMAL_VOL,2024-11-07 20:00:00+00:00,2024-11-09 08:00:00+00:00,9,36.0,1.5
BALANCE__NORMAL_VOL,2024-11-09 08:00:00+00:00,2024-11-09 20:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-11-09 20:00:00+00:00,2024-11-11 04:00:00+00:00,8,32.0,1.3333333333333333
BALANCE__HIGH_VOL,2024-11-11 04:00:00+00:00,2024-11-11 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-11 08:00:00+00:00,2024-11-11 20:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-11-11 20:00:00+00:00,2024-11-12 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-12 00:00:00+00:00,2024-11-12 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-11-12 08:00:00+00:00,2024-11-12 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-11-12 16:00:00+00:00,2024-11-13 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-11-13 00:00:00+00:00,2024-11-13 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-13 04:00:00+00:00,2024-11-13 16:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-11-13 16:00:00+00:00,2024-11-13 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-13 20:00:00+00:00,2024-11-14 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-14 00:00:00+00:00,2024-11-14 16:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__HIGH_VOL,2024-11-14 16:00:00+00:00,2024-11-15 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-11-15 00:00:00+00:00,2024-11-15 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-11-15 04:00:00+00:00,2024-11-15 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-15 08:00:00+00:00,2024-11-15 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-11-15 12:00:00+00:00,2024-11-15 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-15 16:00:00+00:00,2024-11-16 04:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-11-16 04:00:00+00:00,2024-11-16 16:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-11-16 16:00:00+00:00,2024-11-16 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-11-16 20:00:00+00:00,2024-11-17 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-11-17 04:00:00+00:00,2024-11-18 16:00:00+00:00,9,36.0,1.5
IMBALANCE__HIGH_VOL,2024-11-18 16:00:00+00:00,2024-11-18 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-18 20:00:00+00:00,2024-11-19 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-19 00:00:00+00:00,2024-11-21 20:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__HIGH_VOL,2024-11-21 20:00:00+00:00,2024-11-22 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-11-22 00:00:00+00:00,2024-11-22 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-22 04:00:00+00:00,2024-11-22 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-11-22 08:00:00+00:00,2024-11-22 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-11-22 16:00:00+00:00,2024-11-23 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-11-23 00:00:00+00:00,2024-11-23 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-23 04:00:00+00:00,2024-11-23 16:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-11-23 16:00:00+00:00,2024-11-23 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-23 20:00:00+00:00,2024-11-24 08:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-11-24 08:00:00+00:00,2024-11-24 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-11-24 12:00:00+00:00,2024-11-24 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-11-24 16:00:00+00:00,2024-11-25 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-11-25 00:00:00+00:00,2024-11-25 12:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-11-25 12:00:00+00:00,2024-11-25 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-25 16:00:00+00:00,2024-11-26 08:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__HIGH_VOL,2024-11-26 08:00:00+00:00,2024-11-26 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-11-26 12:00:00+00:00,2024-11-28 20:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__HIGH_VOL,2024-11-28 20:00:00+00:00,2024-11-29 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-11-29 04:00:00+00:00,2024-11-29 16:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-11-29 16:00:00+00:00,2024-11-29 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-11-29 20:00:00+00:00,2024-11-30 08:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-11-30 08:00:00+00:00,2024-11-30 20:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-11-30 20:00:00+00:00,2024-12-01 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-12-01 00:00:00+00:00,2024-12-01 16:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__HIGH_VOL,2024-12-01 16:00:00+00:00,2024-12-02 04:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-12-02 04:00:00+00:00,2024-12-02 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-12-02 08:00:00+00:00,2024-12-02 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-12-02 16:00:00+00:00,2024-12-03 04:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-12-03 04:00:00+00:00,2024-12-03 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-12-03 08:00:00+00:00,2024-12-03 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-12-03 12:00:00+00:00,2024-12-03 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-12-03 16:00:00+00:00,2024-12-04 16:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2024-12-04 16:00:00+00:00,2024-12-05 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__HIGH_VOL,2024-12-05 00:00:00+00:00,2024-12-05 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-05 04:00:00+00:00,2024-12-06 08:00:00+00:00,7,28.0,1.1666666666666667
IMBALANCE__NORMAL_VOL,2024-12-06 08:00:00+00:00,2024-12-06 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-06 12:00:00+00:00,2024-12-06 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-12-06 16:00:00+00:00,2024-12-06 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-06 20:00:00+00:00,2024-12-08 08:00:00+00:00,9,36.0,1.5
IMBALANCE__NORMAL_VOL,2024-12-08 08:00:00+00:00,2024-12-08 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-08 12:00:00+00:00,2024-12-08 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-12-08 20:00:00+00:00,2024-12-09 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-12-09 00:00:00+00:00,2024-12-09 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-09 04:00:00+00:00,2024-12-09 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2024-12-09 20:00:00+00:00,2024-12-10 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-12-10 04:00:00+00:00,2024-12-10 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__HIGH_VOL,2024-12-10 12:00:00+00:00,2024-12-10 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-10 16:00:00+00:00,2024-12-14 04:00:00+00:00,21,84.0,3.5
BALANCE__HIGH_VOL,2024-12-14 04:00:00+00:00,2024-12-14 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-14 08:00:00+00:00,2024-12-16 16:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__HIGH_VOL,2024-12-16 16:00:00+00:00,2024-12-16 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-16 20:00:00+00:00,2024-12-17 08:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-12-17 08:00:00+00:00,2024-12-17 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-12-17 16:00:00+00:00,2024-12-18 12:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__HIGH_VOL,2024-12-18 12:00:00+00:00,2024-12-18 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-18 16:00:00+00:00,2024-12-18 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-12-18 20:00:00+00:00,2024-12-19 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-19 00:00:00+00:00,2024-12-19 12:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-12-19 12:00:00+00:00,2024-12-19 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-12-19 20:00:00+00:00,2024-12-20 08:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-12-20 08:00:00+00:00,2024-12-20 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-20 12:00:00+00:00,2024-12-30 20:00:00+00:00,62,248.0,10.333333333333334
BALANCE__HIGH_VOL,2024-12-30 20:00:00+00:00,2024-12-31 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-12-31 00:00:00+00:00,2024-12-31 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-12-31 04:00:00+00:00,2025-01-02 00:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__HIGH_VOL,2025-01-02 00:00:00+00:00,2025-01-02 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2025-01-02 04:00:00+00:00,2025-01-03 04:00:00+00:00,6,24.0,1.0
IMBALANCE__NORMAL_VOL,2025-01-03 04:00:00+00:00,2025-01-05 00:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__NORMAL_VOL,2025-01-05 00:00:00+00:00,2025-01-08 16:00:00+00:00,22,88.0,3.6666666666666665
BALANCE__HIGH_VOL,2025-01-08 16:00:00+00:00,2025-01-08 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2025-01-08 20:00:00+00:00,2025-01-13 04:00:00+00:00,26,104.0,4.333333333333333
BALANCE__HIGH_VOL,2025-01-13 04:00:00+00:00,2025-01-13 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2025-01-13 12:00:00+00:00,2025-01-14 16:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__HIGH_VOL,2025-01-14 16:00:00+00:00,2025-01-14 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2025-01-14 20:00:00+00:00,2025-01-15 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2025-01-15 00:00:00+00:00,2025-01-15 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2025-01-15 04:00:00+00:00,2025-01-15 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2025-01-15 08:00:00+00:00,2025-01-15 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2025-01-15 12:00:00+00:00,2025-01-15 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2025-01-15 16:00:00+00:00,2025-01-15 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2025-01-15 20:00:00+00:00,2025-01-16 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2025-01-16 04:00:00+00:00,2025-01-16 12:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2025-01-16 12:00:00+00:00,2025-01-16 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2025-01-16 16:00:00+00:00,2025-01-18 04:00:00+00:00,9,36.0,1.5
IMBALANCE__HIGH_VOL,2025-01-18 04:00:00+00:00,2025-01-18 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2025-01-18 08:00:00+00:00,2025-01-18 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2025-01-18 16:00:00+00:00,2025-01-18 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2025-01-18 20:00:00+00:00,2025-01-19 08:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2025-01-19 08:00:00+00:00,2025-01-19 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2025-01-19 12:00:00+00:00,2025-01-19 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__HIGH_VOL,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2025-01-20 00:00:00+00:00,2025-01-20 16:00:00+00:00,4,16.0,0.6666666666666666
