ts,event_type,event_side,event_strength_bps,notes,structure_regime,vol_regime,combined_regime,regime_bias,close,atr_pct,hour_utc,weekday
2023-07-08 20:00:00+00:00,FVG,bearish,7.299270072992701,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30140.0,0.32850043839190696,20,Saturday
2023-07-08 23:00:00+00:00,FVG,bullish,5.021589531307539,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30269.3,0.305698798826884,23,Saturday
2023-07-09 00:00:00+00:00,FVG,bullish,5.243388878078947,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30323.9,0.3093098948055067,0,Sunday
2023-07-10 02:00:00+00:00,ORDER_BLOCK_PROXY,bullish,50.683901401592074,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30187.1,0.3711509214972226,2,Monday
2023-07-10 10:00:00+00:00,FVG,bullish,7.3244048506789765,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30173.1,0.3511280902902444,10,Monday
2023-07-10 18:00:00+00:00,ORDER_BLOCK_PROXY,bullish,83.52091954926811,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30519.3,0.42776700124879646,18,Monday
2023-07-10 19:00:00+00:00,FVG,bullish,40.26018264692,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30824.5,0.47466172023590053,19,Monday
2023-07-10 20:00:00+00:00,FVG,bullish,65.96649032274837,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30773.2,0.5067157984878069,20,Monday
2023-07-10 22:00:00+00:00,FVG,bearish,123.26874828976611,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30332.1,0.6492384502694997,22,Monday
2023-07-11 07:00:00+00:00,FVG,bullish,18.278002522233088,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30528.5,0.5367742900338208,7,Tuesday
2023-07-11 09:00:00+00:00,FVG,bearish,6.669842782277036,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30435.5,0.5233648091778026,9,Tuesday
2023-07-11 10:00:00+00:00,FVG,bearish,12.177061049860129,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30385.0,0.5064183583217827,10,Tuesday
2023-07-12 00:00:00+00:00,ORDER_BLOCK_PROXY,bearish,35.508196721311236,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30500.0,0.46955662725181196,0,Wednesday
2023-07-12 11:00:00+00:00,ORDER_BLOCK_PROXY,bullish,30.35887834670808,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30765.3,0.4054970130733202,11,Wednesday
2023-07-12 15:00:00+00:00,ORDER_BLOCK_PROXY,bearish,70.53378870017265,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30510.2,0.5750004534139195,15,Wednesday
2023-07-12 16:00:00+00:00,FVG,bearish,36.161855477274386,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30474.1,0.5633915939829509,16,Wednesday
2023-07-12 19:00:00+00:00,ORDER_BLOCK_PROXY,bearish,79.45658961084442,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30268.1,0.5762054465667166,19,Wednesday
2023-07-12 20:00:00+00:00,FVG,bearish,27.101879327398855,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30330.0,0.5597437073240509,20,Wednesday
2023-07-13 07:00:00+00:00,FVG,bullish,8.598225668832765,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30355.1,0.3931817925796014,7,Thursday
2023-07-13 10:00:00+00:00,FVG,bullish,28.370326013331347,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30560.1,0.4016082014622383,10,Thursday
2023-07-13 13:00:00+00:00,ORDER_BLOCK_PROXY,bullish,47.41130366401579,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30646.7,0.40900657082956215,13,Thursday
2023-07-13 15:00:00+00:00,ORDER_BLOCK_PROXY,bullish,115.05592681964352,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30915.4,0.5549137493042164,15,Thursday
2023-07-13 16:00:00+00:00,FVG,bullish,5.873781839304539,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30814.9,0.5771325532873344,16,Thursday
2023-07-13 17:00:00+00:00,ORDER_BLOCK_PROXY,bullish,78.40094274316367,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31058.3,0.6302563356926915,17,Thursday
2023-07-13 18:00:00+00:00,FVG,bullish,28.93012925751382,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31247.7,0.6811266442032445,18,Thursday
2023-07-13 19:00:00+00:00,FVG,bullish,10.53777459921624,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31600.6,0.7648076607969164,19,Thursday
2023-07-14 18:00:00+00:00,FVG,bearish,93.26776326945904,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30074.7,0.8524109002298537,18,Friday
2023-07-14 19:00:00+00:00,FVG,bearish,126.14659849368174,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30099.9,0.872803154340941,19,Friday
2023-07-16 15:00:00+00:00,FVG,bullish,19.693077784363854,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30366.0,0.2614497027729392,15,Sunday
2023-07-16 19:00:00+00:00,FVG,bearish,18.915656674217736,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30239.5,0.2865596177062072,19,Sunday
2023-07-17 10:00:00+00:00,FVG,bearish,14.330069262000467,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30146.4,0.33255099669033483,10,Monday
2023-07-17 22:00:00+00:00,FVG,bullish,36.01771646348482,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30096.3,0.551104353978126,22,Monday
2023-07-18 02:00:00+00:00,ORDER_BLOCK_PROXY,bearish,30.758192773486236,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30105.8,0.4991609384272972,2,Tuesday
2023-07-18 11:00:00+00:00,ORDER_BLOCK_PROXY,bearish,35.85309270585351,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29871.9,0.5050942648812285,11,Tuesday
2023-07-18 19:00:00+00:00,ORDER_BLOCK_PROXY,bearish,62.91213507427316,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29708.1,0.6332517916687594,19,Tuesday
2023-07-19 00:00:00+00:00,FVG,bullish,5.192574618296563,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30042.9,0.5573425721214093,0,Wednesday
2023-07-19 01:00:00+00:00,FVG,bullish,26.34185053167191,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29990.3,0.5481878023413806,1,Wednesday
2023-07-19 04:00:00+00:00,FVG,bullish,5.91639272881957,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30085.9,0.5012371146390522,4,Wednesday
2023-07-19 21:00:00+00:00,FVG,bearish,16.377935912134046,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29918.3,0.5088647105479353,21,Wednesday
2023-07-20 01:00:00+00:00,FVG,bullish,8.173750583839327,low[i] > high[i-2],BALANCE,LOW_VOL,BALANCE__LOW_VOL,bearish,29974.0,0.4687049040607277,1,Thursday
2023-07-20 06:00:00+00:00,FVG,bullish,31.94951843241472,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30110.0,0.444709811706014,6,Thursday
2023-07-20 14:00:00+00:00,ORDER_BLOCK_PROXY,bearish,150.90688588254685,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29766.7,0.5646645559998317,14,Thursday
2023-07-20 15:00:00+00:00,FVG,bearish,105.76380870545856,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29792.8,0.559690849821919,15,Thursday
2023-07-20 21:00:00+00:00,ORDER_BLOCK_PROXY,bullish,42.26956055734215,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29856.0,0.5599817300460264,21,Thursday
2023-07-20 22:00:00+00:00,FVG,bullish,8.155128669807658,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29797.2,0.5409534858483928,22,Thursday
2023-07-21 17:00:00+00:00,ORDER_BLOCK_PROXY,bullish,33.56489994049299,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29912.2,0.36809273673162246,17,Friday
2023-07-21 18:00:00+00:00,FVG,bullish,17.117117117116873,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29970.0,0.37546123808481646,18,Friday
2023-07-21 19:00:00+00:00,ORDER_BLOCK_PROXY,bearish,35.12461033112277,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29865.1,0.3996146791745581,19,Friday
2023-07-21 20:00:00+00:00,FVG,bearish,10.27873106219159,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29867.5,0.38591617887385704,20,Friday
2023-07-22 08:00:00+00:00,FVG,bullish,11.593989836045978,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29929.3,0.2965283555296235,8,Saturday
2023-07-22 18:00:00+00:00,FVG,bearish,7.181232151786232,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29799.9,0.23868430860209805,18,Saturday
2023-07-23 17:00:00+00:00,FVG,bullish,6.7087123589761335,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30110.1,0.241363486953938,17,Sunday
2023-07-23 18:00:00+00:00,FVG,bullish,34.988276612420265,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30238.7,0.2758461920625674,18,Sunday
2023-07-23 21:00:00+00:00,ORDER_BLOCK_PROXY,bearish,63.558543664351866,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,29940.9,0.36291054668617256,21,Sunday
2023-07-23 22:00:00+00:00,FVG,bearish,18.06401727746621,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30004.4,0.35974792514856996,22,Sunday
2023-07-24 02:00:00+00:00,FVG,bearish,29.645794863185927,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29785.0,0.38165429718480703,2,Monday
2023-07-24 03:00:00+00:00,FVG,bearish,21.847732414090764,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,29705.6,0.3877778988796797,3,Monday
2023-07-24 10:00:00+00:00,FVG,bearish,123.79041613779336,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,29307.6,0.5827236523194588,10,Monday
2023-07-25 01:00:00+00:00,FVG,bearish,13.587891296869625,high[i] < low[i-2],IMBALANCE,NORMAL_VOL,IMBALANCE__NORMAL_VOL,bearish,29070.0,0.4322360727905757,1,Tuesday
