stream,sym,side,entry_ts_utc,exit_ts_utc,year,entry_price,stop_init,tp_price,risk,tp_r,managed_r,baseline_r,saved_r,managed_reason,bars_5m,duration_h,mfe_r,balance_before,risk_pct,dollar_risk,dollar_pnl,balance_after
S1,LINKUSDT,1,2023-02-16T16:00:00+00:00,2023-02-16T16:05:00+00:00,2023,7.383,7.21436859,9.40657697,0.16863141,12.0,-1.013135,-1.013135,0.0,SL,2,0.08,0.2965,51715.35,0.4981,257.59,-260.98,51193.01
S2,ETHUSDT,-1,2023-02-16T21:00:00+00:00,2023-02-17T20:05:00+00:00,2023,1685.37,1715.05656484,1596.31030547,29.68656484,3.0,-1.017032,-1.017032,0.0,SL,278,23.08,1.821,50931.3,2.7559,1403.62,-1427.52,44422.57
S2,BTCUSDT,-1,2023-02-16T23:00:00+00:00,2023-02-17T17:15:00+00:00,2023,24012.8,24436.77133652,22740.88599045,423.97133652,3.0,-1.016991,-1.016991,0.0,SL,220,18.25,1.5633,50931.3,2.7559,1403.62,-1427.46,46387.41
S2,ETHUSDT,-1,2023-02-16T23:00:00+00:00,2023-02-17T14:35:00+00:00,2023,1646.9,1678.95589009,1550.73232972,32.05589009,3.0,-1.015413,-1.015413,0.0,SL,188,15.58,0.4863,50931.3,2.7559,1403.62,-1425.25,48083.61
S2,LINKUSDT,-1,2023-02-16T23:00:00+00:00,2023-02-17T01:20:00+00:00,2023,7.016,7.17287755,6.54536735,0.15687755,3.0,-1.013417,-1.013417,0.0,SL,29,2.33,0.2996,50931.3,2.7559,1403.62,-1422.45,49508.86
S5,SOLUSDT,-1,2023-02-16T23:00:00+00:00,2023-02-17T19:20:00+00:00,2023,22.4,23.20538939,18.37305306,0.80538939,5.0,-1.008344,-1.008344,0.0,SL,245,20.33,0.4669,50931.3,0.5216,265.66,-267.87,45850.09
S5,BTCUSDT,-1,2023-02-17T00:00:00+00:00,2023-02-17T14:35:00+00:00,2023,23526.6,24136.60260712,20476.58696442,610.00260712,5.0,-1.01157,-1.01157,0.0,SL,176,14.58,0.2895,50931.3,0.5216,265.66,-268.73,47814.87
S5,XRPUSDT,-1,2023-02-17T00:00:00+00:00,2023-02-17T17:15:00+00:00,2023,0.3838,0.39187775,0.34341123,0.00807775,5.0,-1.014254,-1.014254,0.0,SL,208,17.25,0.4209,50931.3,0.5216,265.66,-269.44,46117.97
S1,LINKUSDT,1,2023-02-18T13:00:00+00:00,2023-02-19T17:55:00+00:00,2023,8.13,7.87183751,11.22794987,0.25816249,12.0,-1.009448,-1.009448,0.0,SL,348,28.92,0.643,44422.57,0.4981,221.27,-223.36,42742.39
S2,LINKUSDT,-1,2023-02-18T19:00:00+00:00,2023-02-19T07:05:00+00:00,2023,8.05,8.24581228,7.46256316,0.19581228,3.0,-1.012333,-1.012333,0.0,SL,146,12.08,0.5413,44422.57,2.7559,1224.24,-1239.34,43183.23
S1,SOLUSDT,1,2023-02-19T16:00:00+00:00,2023-02-19T16:50:00+00:00,2023,25.3,24.61570738,33.51151141,0.68429262,12.0,-1.011092,-1.011092,0.0,SL,11,0.83,0.1549,43183.23,0.4981,215.1,-217.48,42965.75
S2,LINKUSDT,-1,2023-02-19T18:00:00+00:00,2023-02-20T04:40:00+00:00,2023,7.899,8.11138329,7.26185012,0.21238329,3.0,-1.011158,-1.011158,0.0,SL,129,10.67,0.8616,42742.39,2.7559,1177.94,-1191.08,41551.31
S4,DOGEUSDT,1,2023-02-19T21:00:00+00:00,2023-02-21T21:20:00+00:00,2023,0.08684,0.08486802,0.1252936,0.00197198,19.5,-1.013211,-1.013211,0.0,SL,581,48.33,1.0751,42742.39,1.6151,690.33,-699.45,40641.58
S2,LINKUSDT,-1,2023-02-20T09:00:00+00:00,2023-02-21T21:20:00+00:00,2023,8.188,8.40236631,7.54490106,0.21436631,3.0,2.988541,2.988541,0.0,TP,437,36.33,3.0695,41551.31,2.7559,1145.11,3422.22,44063.8
S1,XRPUSDT,1,2023-02-20T15:00:00+00:00,2023-02-20T16:05:00+00:00,2023,0.4082,0.40053627,0.50016472,0.00766373,12.0,-1.015979,-1.015979,0.0,SL,14,1.08,0.0913,41551.31,0.4981,206.97,-210.27,41341.03
S5,XRPUSDT,-1,2023-02-20T16:00:00+00:00,2023-03-03T01:30:00+00:00,2023,0.4027,0.41080203,0.36218984,0.00810203,5.0,4.985089,4.985089,0.0,TP,2995,249.5,6.7144,41551.31,0.5216,216.73,1080.43,37805.44
S2,XRPUSDT,-1,2023-02-20T19:00:00+00:00,2023-02-24T15:40:00+00:00,2023,0.3996,0.40645478,0.37903565,0.00685478,3.0,2.982511,2.982511,0.0,TP,1113,92.67,3.1073,41341.03,2.7559,1139.32,3398.03,47763.92
S2,ETHUSDT,-1,2023-02-21T09:00:00+00:00,2023-02-22T15:15:00+00:00,2023,1675.01,1695.71804105,1612.88587686,20.70804105,3.0,2.975734,2.975734,0.0,TP,364,30.25,3.2359,41341.03,2.7559,1139.32,3390.31,47454.1
S2,DOGEUSDT,-1,2023-02-22T16:00:00+00:00,2023-02-22T23:00:00+00:00,2023,0.08323,0.08531958,0.07696126,0.00208958,3.0,-1.011949,-1.011949,0.0,SL,85,7.0,0.0526,47454.1,2.7559,1307.79,-1323.41,45868.98
S1,LINKUSDT,1,2023-02-23T13:00:00+00:00,2023-02-23T17:50:00+00:00,2023,8.059,7.81550976,10.98088284,0.24349024,12.0,-1.009929,-1.009929,0.0,SL,59,4.83,0.6325,45868.98,0.4981,228.47,-230.74,45638.23
S2,LINKUSDT,-1,2023-02-23T18:00:00+00:00,2023-02-24T02:30:00+00:00,2023,7.789,7.99039502,7.18481495,0.20139502,3.0,-1.011603,-1.011603,0.0,SL,103,8.5,0.3923,45638.23,2.7559,1257.74,-1272.34,44365.9
S2,SOLUSDT,-1,2023-02-25T19:00:00+00:00,2023-02-25T23:20:00+00:00,2023,21.913,22.36539597,20.55581208,0.45239597,3.0,-1.014531,-1.014531,0.0,SL,53,4.33,1.134,47501.43,2.7559,1309.09,-1328.11,46173.31
S4,SOLUSDT,1,2023-02-26T03:00:00+00:00,2023-02-28T21:00:00+00:00,2023,22.65,21.99614448,35.40018264,0.65385552,19.5,-1.010392,-1.010392,0.0,SL,793,66.0,1.3306,46173.31,1.6151,745.75,-753.49,41554.14
S2,LINKUSDT,-1,2023-02-27T18:00:00+00:00,2023-02-28T12:20:00+00:00,2023,7.242,7.36715951,6.86652146,0.12515951,3.0,-1.017359,-1.017359,0.0,SL,221,18.33,0.9827,46173.31,2.7559,1272.49,-1294.58,43573.13
S4,SOLUSDT,1,2023-02-27T21:00:00+00:00,2023-02-28T21:00:00+00:00,2023,22.55,21.98970928,33.47566912,0.56029072,19.5,-1.012074,-1.012074,0.0,SL,289,24.0,0.4266,46173.31,1.6151,745.75,-754.75,40799.39
S2,XRPUSDT,-1,2023-02-28T03:00:00+00:00,2023-02-28T04:55:00+00:00,2023,0.3725,0.37679421,0.35961737,0.00429421,3.0,-1.026023,-1.026023,0.0,SL,24,1.92,0.1164,46173.31,2.7559,1272.49,-1305.6,44867.71
S2,DOGEUSDT,-1,2023-02-28T08:00:00+00:00,2023-02-28T14:45:00+00:00,2023,0.08112,0.08215833,0.07800502,0.00103833,3.0,-1.023438,-1.023438,0.0,SL,82,6.75,0.2215,44867.71,2.7559,1236.51,-1265.49,42307.64
S2,DOGEUSDT,-1,2023-02-28T20:00:00+00:00,2023-03-01T05:05:00+00:00,2023,0.08126,0.08242906,0.07775281,0.00116906,3.0,-1.020853,-1.020853,0.0,SL,110,9.08,1.2146,42307.64,2.7559,1165.96,-1190.27,38422.7
S2,SOLUSDT,-1,2023-02-28T20:00:00+00:00,2023-03-01T04:50:00+00:00,2023,22.191,22.57020901,21.05337297,0.37920901,3.0,-1.017556,-1.017556,0.0,SL,107,8.83,1.4557,42307.64,2.7559,1165.96,-1186.43,39612.97
S2,BTCUSDT,-1,2023-03-01T20:00:00+00:00,2023-03-01T23:30:00+00:00,2023,23342.8,23613.69781505,22530.10655486,270.89781505,3.0,-1.02585,-1.02585,0.0,SL,43,3.5,0.2259,38422.7,2.7559,1058.89,-1086.26,37336.44
S4,SOLUSDT,1,2023-03-02T04:00:00+00:00,2023-03-03T01:15:00+00:00,2023,22.038,21.56349002,31.29094456,0.47450998,19.5,-1.013933,-1.013933,0.0,SL,256,21.25,0.2824,37336.44,1.6151,603.02,-611.42,36725.01
S5,SOLUSDT,-1,2023-03-03T02:00:00+00:00,2023-03-03T05:00:00+00:00,2023,20.524,21.10420376,17.6229812,0.58020376,5.0,-1.010612,-1.010612,0.0,SL,37,3.0,0.1517,37805.44,0.5216,197.19,-199.29,37606.15
S1,SOLUSDT,1,2023-03-03T03:00:00+00:00,2023-03-04T21:45:00+00:00,2023,20.799,20.20181079,27.96527048,0.59718921,12.0,-1.010448,-1.010448,0.0,SL,514,42.75,1.3748,37805.44,0.4981,188.31,-190.28,37225.45
S1,XRPUSDT,1,2023-03-03T03:00:00+00:00,2023-03-12T13:50:00+00:00,2023,0.3632,0.35490426,0.46274882,0.00829574,12.0,-1.013134,-1.013134,0.0,SL,2723,226.83,4.665,37805.44,0.4981,188.31,-190.78,34231.41
S1,DOGEUSDT,1,2023-03-03T05:00:00+00:00,2023-03-04T20:40:00+00:00,2023,0.07572,0.07370527,0.0998968,0.00201473,12.0,-1.011275,-1.011275,0.0,SL,477,39.67,0.7544,37805.44,0.4981,188.31,-190.43,37415.72
S5,XRPUSDT,-1,2023-03-06T02:00:00+00:00,2023-03-06T04:15:00+00:00,2023,0.3625,0.36761826,0.33690868,0.00511826,5.0,-1.021247,-1.021247,0.0,SL,28,2.25,0.4298,37225.45,0.5216,194.17,-198.29,37027.15
S2,LINKUSDT,-1,2023-03-07T17:00:00+00:00,2023-03-07T23:20:00+00:00,2023,6.728,6.82485837,6.43742489,0.09685837,3.0,-1.020839,-1.020839,0.0,SL,77,6.33,0.6711,37027.15,2.7559,1020.43,-1041.7,35985.46
S4,LINKUSDT,1,2023-03-08T00:00:00+00:00,2023-03-08T13:10:00+00:00,2023,6.881,6.73776466,9.67408915,0.14323534,19.5,-1.014412,-1.014412,0.0,SL,159,13.17,0.4678,35985.46,1.6151,581.2,-589.58,34385.88
S2,ETHUSDT,-1,2023-03-08T06:00:00+00:00,2023-03-08T15:10:00+00:00,2023,1550.54,1564.99249997,1507.18250008,14.45249997,3.0,-1.032186,-1.032186,0.0,SL,111,9.17,0.7224,35985.46,2.7559,991.72,-1023.64,33362.24
S2,XRPUSDT,-1,2023-03-08T06:00:00+00:00,2023-03-08T08:40:00+00:00,2023,0.3727,0.3787678,0.3544966,0.0060678,3.0,-1.018427,-1.018427,0.0,SL,33,2.67,0.0659,35985.46,2.7559,991.72,-1010.0,34975.46
S5,SOLUSDT,-1,2023-03-08T08:00:00+00:00,2023-03-10T10:00:00+00:00,2023,19.18,19.73961832,16.38190842,0.55961832,5.0,4.989718,4.989718,0.0,TP,601,50.0,5.1321,35985.46,0.5216,187.7,936.57,34403.67
S2,LINKUSDT,-1,2023-03-08T14:00:00+00:00,2023-03-09T18:30:00+00:00,2023,6.678,6.78367368,6.36097897,0.10567368,3.0,2.981042,2.981042,0.0,TP,343,28.5,3.2648,34385.88,2.7559,947.64,2824.96,33278.77
S2,LINKUSDT,-1,2023-03-08T15:00:00+00:00,2023-03-08T15:30:00+00:00,2023,6.613,6.71916127,6.29451619,0.10616127,3.0,-1.018688,-1.018688,0.0,SL,7,0.5,0.3108,34385.88,2.7559,947.64,-965.35,31756.31
S3,LINKUSDT,-1,2023-03-08T15:00:00+00:00,2023-03-08T15:10:00+00:00,2023,6.613,6.68861613,6.01141946,0.14154836,4.25,-0.548223,-0.548223,0.0,SL,3,0.17,0.2331,34385.88,3.3981,1168.47,-640.58,32721.66
S4,DOGEUSDT,1,2023-03-08T16:00:00+00:00,2023-03-08T18:40:00+00:00,2023,0.07357,0.07215267,0.10120792,0.00141733,19.5,-1.015572,-1.015572,0.0,SL,33,2.67,0.1905,31756.31,1.6151,512.9,-520.88,31235.42
S4,DOGEUSDT,1,2023-03-08T21:00:00+00:00,2023-03-08T22:15:00+00:00,2023,0.07286,0.07130418,0.10319846,0.00155582,19.5,-1.014049,-1.014049,0.0,SL,16,1.25,0.0514,31235.42,1.6151,504.48,-511.57,30723.85
S2,LINKUSDT,-1,2023-03-09T19:00:00+00:00,2023-03-10T10:00:00+00:00,2023,6.339,6.45401744,5.99394767,0.11501744,3.0,2.983466,2.983466,0.0,TP,181,15.0,3.0256,33278.77,2.7559,917.13,2736.23,37139.89
S5,BTCUSDT,-1,2023-03-09T19:00:00+00:00,2023-03-12T18:40:00+00:00,2023,21001.3,21337.55076486,19320.04617568,336.25076486,5.0,-1.018737,-1.018737,0.0,SL,861,71.67,4.4006,33278.77,0.5216,173.58,-176.83,34054.57
S5,ETHUSDT,-1,2023-03-09T19:00:00+00:00,2023-03-10T07:05:00+00:00,2023,1505.14,1526.46463553,1398.51682236,21.32463553,5.0,4.978825,4.978825,0.0,TP,146,12.08,5.4585,33278.77,0.5216,173.58,864.23,33467.1
S5,BTCUSDT,-1,2023-03-09T21:00:00+00:00,2023-03-11T01:40:00+00:00,2023,20098.0,20544.48254726,17865.58726372,446.48254726,5.0,-1.013504,-1.013504,0.0,SL,345,28.67,1.291,33027.12,0.5216,172.27,-174.6,36452.58
S5,DOGEUSDT,-1,2023-03-09T21:00:00+00:00,2023-03-11T01:05:00+00:00,2023,0.06426,0.06642389,0.05344054,0.00216389,5.0,-1.008909,-1.008909,0.0,SL,338,28.08,0.8411,33027.12,0.5216,172.27,-173.8,36627.17
S5,ETHUSDT,-1,2023-03-09T21:00:00+00:00,2023-03-09T22:10:00+00:00,2023,1411.94,1445.99573165,1241.66134173,34.05573165,5.0,-1.012438,-1.012438,0.0,SL,15,1.17,0.0003,33027.12,0.5216,172.27,-174.41,32852.7
S5,LINKUSDT,-1,2023-03-09T21:00:00+00:00,2023-03-10T13:40:00+00:00,2023,6.022,6.20899624,5.08701878,0.18699624,5.0,-1.009661,-1.009661,0.0,SL,201,16.67,0.7219,33027.12,0.5216,172.27,-173.93,36800.98
S5,XRPUSDT,-1,2023-03-09T21:00:00+00:00,2023-03-13T15:05:00+00:00,2023,0.3646,0.37663003,0.30444985,0.01203003,5.0,-1.009092,-1.009092,0.0,SL,1082,90.08,1.463,33027.12,0.5216,172.27,-173.84,33880.74
S1,DOGEUSDT,1,2023-03-10T00:00:00+00:00,2023-03-10T10:25:00+00:00,2023,0.0659,0.06348796,0.09484453,0.00241204,12.0,-1.008196,-1.008196,0.0,SL,126,10.42,0.0995,32852.7,0.4981,163.64,-164.98,36974.91
S2,ETHUSDT,-1,2023-03-11T08:00:00+00:00,2023-03-11T08:40:00+00:00,2023,1415.72,1446.79039775,1322.50880676,31.07039775,3.0,-1.013669,-1.013669,0.0,SL,9,0.67,0.2652,36452.58,2.7559,1004.6,-1018.33,35434.25
S2,SOLUSDT,-1,2023-03-11T08:00:00+00:00,2023-03-11T09:10:00+00:00,2023,17.054,17.74260419,14.98818743,0.68860419,3.0,-1.00743,-1.00743,0.0,SL,15,1.17,0.1844,36452.58,2.7559,1004.6,-1012.06,34422.19
S4,XRPUSDT,1,2023-03-12T22:00:00+00:00,2023-03-28T18:45:00+00:00,2023,0.3617,0.35326473,0.52618785,0.00843527,19.5,19.487136,19.487136,0.0,TP,4570,380.75,19.8215,34054.57,1.6151,550.02,10718.22,38907.28
S1,BTCUSDT,1,2023-03-13T15:00:00+00:00,2023-10-23T22:35:00+00:00,2023,23472.9,22737.16819122,32301.68170533,735.73180878,12.0,11.990429,11.990429,0.0,TP,64604,5383.58,12.0882,34054.57,0.4981,169.63,2033.89,158052.91
S1,ETHUSDT,1,2023-03-13T15:00:00+00:00,2023-08-17T21:40:00+00:00,2023,1643.09,1597.26691278,2192.96704666,45.82308722,12.0,-1.010757,-1.010757,0.0,SL,45297,3774.67,10.9772,34054.57,0.4981,169.63,-171.45,86915.73
S1,BTCUSDT,1,2023-03-14T13:00:00+00:00,2023-03-14T18:50:00+00:00,2023,25870.0,25051.04789708,35697.42523499,818.95210292,12.0,-1.009477,-1.009477,0.0,SL,71,5.83,0.7569,33880.74,0.4981,168.76,-170.36,33710.38
S1,LINKUSDT,1,2023-03-14T14:00:00+00:00,2023-03-14T19:15:00+00:00,2023,7.084,6.87479707,9.59443515,0.20920293,12.0,-1.010159,-1.010159,0.0,SL,64,5.25,0.564,33880.74,0.4981,168.76,-170.47,33539.9
S2,DOGEUSDT,-1,2023-03-14T19:00:00+00:00,2023-03-15T15:35:00+00:00,2023,0.07522,0.07705919,0.06970242,0.00183919,3.0,2.98773,2.98773,0.0,TP,248,20.58,3.0829,33710.38,2.7559,929.02,2775.67,36315.58
S2,LINKUSDT,-1,2023-03-14T19:00:00+00:00,2023-03-15T16:40:00+00:00,2023,6.982,7.14729687,6.4861094,0.16529687,3.0,2.987328,2.987328,0.0,TP,261,21.67,3.3939,33710.38,2.7559,929.02,2775.3,39090.88
S2,BTCUSDT,-1,2023-03-14T21:00:00+00:00,2023-03-17T01:25:00+00:00,2023,24583.1,25318.58441286,22376.64676141,735.48441286,3.0,-1.010027,-1.010027,0.0,SL,630,52.42,0.9451,33539.9,2.7559,924.33,-933.59,38157.28
S1,SOLUSDT,1,2023-03-18T01:00:00+00:00,2023-03-18T16:30:00+00:00,2023,22.185,21.28542858,32.97985699,0.89957142,12.0,-1.007399,-1.007399,0.0,SL,187,15.5,0.906,38157.28,0.4981,190.06,-191.47,37965.81
S2,LINKUSDT,-1,2023-03-20T04:00:00+00:00,2023-03-20T07:40:00+00:00,2023,6.982,7.14054685,6.50635946,0.15854685,3.0,-1.013211,-1.013211,0.0,SL,45,3.67,0.473,37965.81,2.7559,1046.3,-1060.12,35850.06
S2,SOLUSDT,-1,2023-03-20T04:00:00+00:00,2023-03-20T04:30:00+00:00,2023,21.708,22.43831961,19.51704118,0.73031961,3.0,-1.008917,-1.008917,0.0,SL,7,0.5,0.5121,37965.81,2.7559,1046.3,-1055.63,36910.19
S2,LINKUSDT,-1,2023-03-20T12:00:00+00:00,2023-03-21T21:35:00+00:00,2023,7.287,7.45805179,6.77384464,0.17105179,3.0,-1.01278,-1.01278,0.0,SL,404,33.58,2.6542,35850.06,2.7559,987.99,-1000.62,32675.4
S2,BTCUSDT,-1,2023-03-20T14:00:00+00:00,2023-03-21T16:35:00+00:00,2023,27807.8,28345.26408211,26195.40775368,537.46408211,3.0,-1.015522,-1.015522,0.0,SL,320,26.58,0.9671,35850.06,2.7559,987.99,-1003.33,34846.74
S2,DOGEUSDT,-1,2023-03-21T15:00:00+00:00,2023-03-21T17:10:00+00:00,2023,0.0739,0.07557978,0.06886067,0.00167978,3.0,-1.013198,-1.013198,0.0,SL,27,2.17,0.0595,35850.06,2.7559,987.99,-1001.03,33845.7
S1,XRPUSDT,1,2023-03-21T21:00:00+00:00,2023-03-21T21:10:00+00:00,2023,0.4895,0.46703413,0.7590905,0.02246587,12.0,-1.006537,-1.006537,0.0,SL,3,0.17,0.0134,33845.7,0.4981,168.59,-169.69,33676.02
S2,DOGEUSDT,-1,2023-03-22T20:00:00+00:00,2023-03-22T21:30:00+00:00,2023,0.07202,0.07445686,0.06470941,0.00243686,3.0,-1.008866,-1.008866,0.0,SL,19,1.5,0.1354,32675.4,2.7559,900.5,-908.49,31594.66
S2,LINKUSDT,-1,2023-03-22T20:00:00+00:00,2023-03-23T07:50:00+00:00,2023,7.033,7.26963424,6.32309727,0.23663424,3.0,-1.008916,-1.008916,0.0,SL,143,11.83,0.1733,32675.4,2.7559,900.5,-908.53,29632.42
S5,BTCUSDT,-1,2023-03-22T20:00:00+00:00,2023-03-22T21:05:00+00:00,2023,26653.3,27404.84119132,22895.59404342,751.54119132,5.0,-1.010639,-1.010639,0.0,SL,14,1.08,0.0842,32675.4,0.5216,170.43,-172.25,32503.15
S5,ETHUSDT,-1,2023-03-22T20:00:00+00:00,2023-03-23T14:45:00+00:00,2023,1716.11,1761.53997812,1488.9601094,45.42997812,5.0,-1.011332,-1.011332,0.0,SL,226,18.75,0.1345,32675.4,0.5216,170.43,-172.37,29460.05
S5,XRPUSDT,-1,2023-03-22T20:00:00+00:00,2023-03-23T07:35:00+00:00,2023,0.4113,0.4361174,0.28721301,0.0248174,5.0,-1.004972,-1.004972,0.0,SL,140,11.58,0.0161,32675.4,0.5216,170.43,-171.28,30540.95
S2,BTCUSDT,-1,2023-03-22T22:00:00+00:00,2023-03-23T05:50:00+00:00,2023,27065.3,27668.63543877,25255.29368368,603.33543877,3.0,-1.013458,-1.013458,0.0,SL,95,7.83,0.1807,31594.66,2.7559,870.72,-882.44,30712.23
S2,BTCUSDT,-1,2023-03-23T19:00:00+00:00,2023-03-23T19:50:00+00:00,2023,27893.2,28424.42278021,26299.53165937,531.22278021,3.0,-1.015752,-1.015752,0.0,SL,11,0.83,0.2562,29460.05,2.7559,811.89,-824.68,28635.37
S1,ETHUSDT,1,2023-03-23T20:00:00+00:00,2023-03-24T11:45:00+00:00,2023,1820.07,1775.49575018,2354.96099787,44.57424982,12.0,-1.01225,-1.01225,0.0,SL,190,15.75,0.02,28635.37,0.4981,142.63,-144.38,28490.99
S2,DOGEUSDT,-1,2023-03-27T15:00:00+00:00,2023-03-29T01:15:00+00:00,2023,0.07294,0.07418937,0.0691919,0.00124937,3.0,-1.017514,-1.017514,0.0,SL,412,34.25,1.4247,28490.99,2.7559,785.18,-798.93,37655.13
S5,BTCUSDT,-1,2023-03-27T15:00:00+00:00,2023-03-28T18:55:00+00:00,2023,26933.0,27370.0786236,24747.60688201,437.0786236,5.0,-1.018486,-1.018486,0.0,SL,336,27.92,1.0364,28490.99,0.5216,148.61,-151.36,38755.92
S5,ETHUSDT,-1,2023-03-27T15:00:00+00:00,2023-03-28T11:50:00+00:00,2023,1718.35,1746.54655727,1577.36721364,28.19655727,5.0,-1.018283,-1.018283,0.0,SL,251,20.83,1.2182,28490.99,0.5216,148.61,-151.33,28339.67
S5,LINKUSDT,-1,2023-03-27T15:00:00+00:00,2023-03-28T19:50:00+00:00,2023,6.899,7.03221648,6.23291758,0.13321648,5.0,-1.015536,-1.015536,0.0,SL,347,28.83,1.2611,28490.99,0.5216,148.61,-150.92,38605.01
S5,SOLUSDT,-1,2023-03-27T15:00:00+00:00,2023-03-28T14:25:00+00:00,2023,19.876,20.31854147,17.66329263,0.44254147,5.0,-1.013474,-1.013474,0.0,SL,282,23.42,1.3084,28490.99,0.5216,148.61,-150.61,28189.05
S5,BTCUSDT,-1,2023-03-27T18:00:00+00:00,2023-03-28T19:50:00+00:00,2023,26947.2,27462.82993296,24369.05033519,515.62993296,5.0,-1.015678,-1.015678,0.0,SL,311,25.83,0.654,28490.99,0.5216,148.61,-150.94,38454.07
S1,ETHUSDT,1,2023-03-28T19:00:00+00:00,2023-05-12T05:50:00+00:00,2023,1776.7,1742.13585194,2191.46977675,34.56414806,12.0,-1.015421,-1.015421,0.0,SL,12803,1066.83,10.6874,38755.92,0.4981,193.04,-196.02,13117.65
S1,LINKUSDT,1,2023-03-29T09:00:00+00:00,2023-03-30T17:30:00+00:00,2023,7.285,7.13635617,9.06872595,0.14864383,12.0,-1.014703,-1.014703,0.0,SL,391,32.5,1.8232,37655.13,0.4981,187.56,-190.32,37464.81
S1,LINKUSDT,1,2023-03-31T13:00:00+00:00,2023-04-02T12:35:00+00:00,2023,7.595,7.40667474,9.8549031,0.18832526,12.0,-1.012099,-1.012099,0.0,SL,572,47.58,0.4195,37464.81,0.4981,186.61,-188.87,37087.66
S1,DOGEUSDT,1,2023-04-01T19:00:00+00:00,2023-04-02T15:00:00+00:00,2023,0.08128,0.07915218,0.1068138,0.00212782,12.0,-1.01146,-1.01146,0.0,SL,241,20.0,2.0256,37464.81,0.4981,186.61,-188.75,36898.91
S1,DOGEUSDT,1,2023-04-02T02:00:00+00:00,2023-04-02T08:45:00+00:00,2023,0.08516,0.08230835,0.11937985,0.00285165,12.0,-1.008959,-1.008959,0.0,SL,82,6.75,0.1508,37464.81,0.4981,186.61,-188.28,37276.53
S5,DOGEUSDT,-1,2023-04-02T03:00:00+00:00,2023-04-03T17:40:00+00:00,2023,0.08383,0.08673511,0.06930446,0.00290511,5.0,-1.008657,-1.008657,0.0,SL,465,38.67,2.8605,37464.81,0.5216,195.42,-197.11,34715.18
S2,DOGEUSDT,-1,2023-04-02T14:00:00+00:00,2023-04-03T17:35:00+00:00,2023,0.07975,0.08177056,0.07368833,0.00202056,3.0,-1.011841,-1.011841,0.0,SL,332,27.58,2.0935,37087.66,2.7559,1022.1,-1034.2,35864.71
S3,DOGEUSDT,-1,2023-04-02T14:00:00+00:00,2023-04-03T17:35:00+00:00,2023,0.07975,0.08176206,0.06830018,0.00269408,4.25,-0.755725,-0.755725,0.0,SL,332,27.58,1.5701,37087.66,3.3981,1260.28,-952.42,34912.29
S2,BTCUSDT,-1,2023-04-03T15:00:00+00:00,2023-04-04T10:15:00+00:00,2023,27982.7,28297.20370085,27039.18889746,314.50370085,3.0,-1.026692,-1.026692,0.0,SL,232,19.25,2.5968,36898.91,2.7559,1016.9,-1044.04,28612.23
S2,ETHUSDT,-1,2023-04-03T15:00:00+00:00,2023-04-03T18:25:00+00:00,2023,1792.23,1810.60749552,1737.09751344,18.37749552,3.0,-1.029257,-1.029257,0.0,SL,42,3.42,0.2835,36898.91,2.7559,1016.9,-1046.65,33668.53
S2,LINKUSDT,-1,2023-04-03T15:00:00+00:00,2023-04-03T18:25:00+00:00,2023,7.238,7.34092309,6.92923073,0.10292309,3.0,-1.021097,-1.021097,0.0,SL,42,3.42,0.3498,36898.91,2.7559,1016.9,-1038.35,32630.18
S2,SOLUSDT,-1,2023-04-03T15:00:00+00:00,2023-04-03T18:30:00+00:00,2023,20.15,20.4488573,19.2534281,0.2988573,3.0,-1.020227,-1.020227,0.0,SL,43,3.5,0.3112,36898.91,2.7559,1016.9,-1037.47,31592.71
S1,DOGEUSDT,1,2023-04-03T18:00:00+00:00,2023-04-03T20:30:00+00:00,2023,0.09383,0.0893873,0.14714241,0.0044427,12.0,-1.006336,-1.006336,0.0,SL,31,2.5,2.566,34715.18,0.4981,172.92,-174.01,31418.7
S2,ETHUSDT,-1,2023-04-03T21:00:00+00:00,2023-04-03T22:15:00+00:00,2023,1779.15,1805.18378197,1701.04865409,26.03378197,3.0,-1.020502,-1.020502,0.0,SL,16,1.25,0.459,31418.7,2.7559,865.87,-883.62,30535.08
S2,LINKUSDT,-1,2023-04-03T21:00:00+00:00,2023-04-03T22:30:00+00:00,2023,7.107,7.24964701,6.67905898,0.14264701,3.0,-1.014947,-1.014947,0.0,SL,19,1.5,0.6449,31418.7,2.7559,865.87,-878.81,29656.27
S2,SOLUSDT,-1,2023-04-03T21:00:00+00:00,2023-04-04T10:15:00+00:00,2023,20.338,20.75426901,19.08919297,0.41626901,3.0,-1.014657,-1.014657,0.0,SL,160,13.25,0.7159,31418.7,2.7559,865.87,-878.56,27733.67
S2,SOLUSDT,-1,2023-04-04T14:00:00+00:00,2023-04-05T00:30:00+00:00,2023,20.834,21.1934573,19.75562809,0.3594573,3.0,-1.017388,-1.017388,0.0,SL,127,10.5,0.4729,27733.67,2.7559,764.31,-777.6,26956.07
S1,ETHUSDT,1,2023-04-05T01:00:00+00:00,2023-04-06T05:40:00+00:00,2023,1912.97,1875.59742437,2361.44090756,37.37257563,12.0,-1.015356,-1.015356,0.0,SL,345,28.67,0.857,26956.07,0.4981,134.27,-136.33,26819.74
